native_pipe_id,material_original,install_year_original,shape_length,diameter,usage_status,soil_ph,mean_low_temp,soil_moisture_index,abandoned,material,install_year,material_original_encode,material_encode,native_pipe_id_encode,install_year_time_stamp,asset_id
WM14394-P,PVC,S41.6,171.39929666739044,10.0,True,8.34083978034211,6.709705673337204,7.293331339753208,False,PVC,1965-06-01,4,3,8822,-144720000.0,2982
WM06778-A,PVC,H24.1,3.640224684117129,8.0,True,8.877354482856244,4.810918538233208,7.636751380180147,False,PVC,2011-01-01,4,3,4108,1293840000.0,2983
WM08461-D,DUC(G),S63.7,18.449975522402383,12.0,True,6.740161394246714,7.083981838912933,3.112135015802587,False,DIP,1987-07-01,2,2,5167,552096000.0,2984
WM13514-D,DUC(K),H19.12,62.135229660751065,6.0,True,4.92003364937014,3.149611700756933,6.534437515401073,False,DIP,2006-12-01,3,2,8264,1164931200.0,2985
WM13348-C,CIP,S26.2,428.7916040419732,10.0,True,7.85188007427611,4.9655192915688735,6.738269591745726,False,CAS,1950-02-01,1,1,8151,-628473600.0,2986
WM08996-D,DUC(G),H3.3,97.98621395253576,6.0,True,6.877699971018799,7.617645028201478,3.718171643568344,False,DIP,1990-03-01,2,2,5512,636249600.0,2987
WM02340-P,PVC,H15.3,297.61353718242026,10.0,True,8.666974681340573,5.599263896415373,3.706137855047805,False,PVC,2002-03-01,4,3,1406,1014940800.0,2988
WM14229-C,CIP,S9.8,212.06619667480845,6.0,True,8.332860752383713,5.11105018019461,2.663166469922442,False,CAS,1933-08-01,1,1,8720,-1149292800.0,2989
WM05093-A,ACON,T7.11,18.10134238185128,6.0,True,7.513058523279966,8.085471108040037,6.586324105335601,False,AC,1917-11-01,0,0,3055,-1646265600.0,2990
WM03982-D,DUC(G),S55.3,114.93044204309264,8.0,True,6.484367947830912,6.934467755238897,3.712613850492703,False,DIP,1979-03-01,2,2,2392,289094400.0,2991
WM11666-C,CIP,S9.8,886.2369168084551,12.0,True,5.205577306147557,7.289532917639266,7.152745057441593,False,CAS,1933-08-01,1,1,7147,-1149292800.0,2992
WM13320-A,ACON,S30.1,442.2635605133692,6.0,True,7.1546010344499695,6.818699638410155,2.571241560378822,False,AC,1954-01-01,0,0,8118,-504921600.0,2993
WM04187-C,CIP,T4.1,504.1213877482514,6.0,True,8.55882322480619,4.00294622896558,7.707904572441303,False,CAS,1914-01-01,1,1,2499,-1767225600.0,2994
WM07901-D,DUC(G),H15.1,1241.4964053446602,6.0,True,7.475091964339112,4.02067917070567,3.2345228558522567,False,DIP,2002-01-01,2,2,4825,1009843200.0,2995
WM14502-C,CIP,T9.10,214.3155786459465,16.0,True,7.980277540361191,6.106249478960282,3.4858133932300137,False,CAS,1919-10-01,1,1,8889,-1585872000.0,2996
WM09483-C,PVC,H26.5,155.86060464898037,14.0,False,5.957904186908194,6.924548405520159,6.678161228087025,True,PVC,2013-05-01,4,3,5836,1367366400.0,2997
WM10531-A,ACON,S45.7,895.9592871158311,8.0,True,7.098937376274527,7.223660696450525,3.667881572909031,False,AC,1969-07-01,0,0,6496,-15897600.0,2998
WM10150-D,DUC(G),H29.6,507.1952304967417,4.0,True,7.058553655896826,4.594532182481613,6.157977138996966,False,DIP,2016-06-01,2,2,6256,1464739200.0,2999
WM00217-C,CIP,S26.2,61.91477305421722,10.0,True,6.377960133704876,3.389238716795248,4.080109216299931,False,CAS,1950-02-01,1,1,156,-628473600.0,3000
WM03762-D,DUC(K),,139.2227490378791,4.0,False,7.390164665353654,7.848207681357734,3.340702687923543,True,DIP,1992-09-01,3,2,2248,715305600.0,3001
WM00057-P,PVC,S48.12,262.12596234656667,14.0,True,6.006013935541636,8.010024673493865,8.00153226249481,False,PVC,1972-12-01,4,3,32,92016000.0,3002
WM07594-A,ACON,S22.11,3.8482091988262255,8.0,True,7.185569733105315,3.993184624771991,3.128743372334601,False,AC,1946-11-01,0,0,4626,-731116800.0,3003
WM12801-D,DUC(K),R1.8,133.1794893852275,4.0,True,7.725416567289539,3.1015809258822644,7.0236912530243,False,DIP,2018-08-01,3,2,7839,1533081600.0,3004
WM08297-C,CIP,S7.8,177.1745718750244,8.0,True,6.462415130630384,2.880639791907868,7.061499037989319,False,CAS,1931-08-01,1,1,5059,-1212451200.0,3005
WM07706-C,CIP,,83.42251857991505,8.0,True,7.990431029416197,6.131071132387673,6.204345522568312,False,CAS,1937-11-01,1,1,4703,-1015113600.0,3006
WM02528-C,CIP,S33.9,161.41892544627626,12.0,True,6.691851702418593,8.112524670884554,1.8600505316991407,False,CAS,1957-09-01,1,1,1518,-389232000.0,3007
WM06375-P,PVC,H4.5,118.8813434330441,6.0,True,8.214881610411286,2.235613409041913,7.006288772295229,False,PVC,1991-05-01,4,3,3846,673056000.0,3008
WM06283-P,PVC,H10.1,1051.563615949308,6.0,True,7.860908645224006,5.277731883034407,4.554392776664475,False,PVC,1997-01-01,4,3,3784,852076800.0,3009
WM14525-D,DUC(K),S60.2,84.0857915075394,4.0,True,6.9774094733518215,4.798935097777177,3.1903183560359807,False,DIP,1984-02-01,3,2,8910,444441600.0,3010
WM13661-P,PVC,S58.9,47.89647104787582,8.0,True,6.286443452854586,7.19600658640921,3.31397258091852,False,PVC,1982-09-01,4,3,8359,399686400.0,3011
WM06685-P,CIP,S3.12,79.85313429689995,4.0,True,6.412791661691777,7.458473328307564,4.074205644089258,False,CAS,1927-12-01,1,1,4055,-1328140800.0,3012
WM02170-C,CIP,S4.5,681.0837610379749,8.0,True,7.128716416131192,4.894979305168627,2.203333168217806,False,CAS,1928-05-01,1,1,1310,-1315008000.0,3013
WM08005-C,CIP,T14.6,291.6926706997401,6.0,True,6.08324621950461,6.493347044540573,2.8520013470525325,False,CAS,1924-06-01,1,1,4881,-1438560000.0,3014
WM08147-A,ACON,S18.9,35.82733583312074,4.0,True,8.032527185465222,3.629402150630019,5.87581324821708,False,AC,1942-09-01,0,0,4965,-862617600.0,3015
WM10071-A,ACON,S41.9,206.3995407706316,6.0,True,8.42238896773858,4.482657821429397,3.811441128208457,False,AC,1965-09-01,0,0,6215,-136771200.0,3016
WM00835-P,PVC,S46.5,473.94002715774695,4.0,True,5.5643322974142295,6.143711402995607,8.209306265641807,False,PVC,1970-05-01,4,3,521,10368000.0,3017
WM08072-D,DUC(K),H1.7,69.80362296849489,6.0,True,7.308591973408049,8.72386252802691,4.674618348525215,False,DIP,1988-07-01,3,2,4917,583718400.0,3018
WM09467-S,PVC,H17.8,177.47637336855405,4.0,True,8.543821015553746,6.466187979818529,2.2639727248067736,False,PVC,2004-08-01,4,3,5812,1091318400.0,3019
WM14517-D,STP,S41.1,350.8647406059681,8.0,True,6.7689533406374975,8.316152446313273,4.786036866835693,False,SP,1965-01-01,5,4,8902,-157766400.0,3020
WM01648-D,DUC(G),S42.8,202.85356818286527,14.0,True,5.094429999124902,3.5841528754014464,4.132247322505355,False,DIP,1966-08-01,2,2,1020,-107913600.0,3021
WM13910-P,PVC,H6.11,74.17214777119807,8.0,True,7.217561407800543,7.002659474696424,7.810135975861098,False,PVC,1993-11-01,4,3,8522,752112000.0,3022
WM06898-P,PVC,H23.12,9.251016158756102,14.0,True,7.141191813362021,4.944511517292495,7.954953310750389,False,PVC,2010-12-01,4,3,4178,1291161600.0,3023
WM07373-C,CIP,S2.7,298.4012433957323,16.0,True,6.789747485432733,5.614587067550724,2.7461896250134457,False,CAS,1926-07-01,1,1,4487,-1372896000.0,3024
WM12734-C,CIP,S34.2,296.9874084208059,6.0,True,7.463651414529101,6.058277690543137,6.783723907442311,False,CAS,1958-02-01,1,1,7805,-376012800.0,3025
WM10533-P,PVC,S48.4,434.3565792710142,4.0,True,7.027753635342388,7.14866599579556,2.443869472917094,False,PVC,1972-04-01,4,3,6498,70934400.0,3026
WM11798-D,CIP,S36.12,664.3009624064434,6.0,True,6.3082769800343845,6.163935653124067,3.44606917663455,False,CAS,1960-12-01,1,1,7227,-286675200.0,3027
WM13771-C,CIP,S16.3,190.1132135756125,8.0,True,7.330446923760419,6.563762385100241,8.021876955442071,False,CAS,1940-03-01,1,1,8432,-941587200.0,3028
WM02173-C,CIP,S20.10,55.43441576793703,4.0,True,7.466462364347006,6.356396238359371,3.281351401504983,False,CAS,1944-10-01,1,1,1312,-796867200.0,3029
WM09824-C,CIP,S4.10,78.21644819345238,4.0,True,6.680553648300164,8.199975430036005,3.310797885800646,False,CAS,1928-10-01,1,1,6043,-1301788800.0,3030
WM08570-C,CIP,S33.3,487.86185597131407,8.0,True,6.883843434784144,8.200932254933601,2.4351811599794195,False,CAS,1957-03-01,1,1,5248,-405129600.0,3031
WM13872-C,CIP,S17.7,177.6182610733813,8.0,True,6.481998973858667,5.87886052859453,3.0201417413182967,False,CAS,1941-07-01,1,1,8500,-899510400.0,3032
WM12364-S,PVC,S62.11,299.49144683255145,8.0,True,6.180894207315385,5.950401610588979,2.253496026059921,False,PVC,1986-11-01,4,3,7569,531187200.0,3033
WM12968-S,STW,S48.2,15.92610512495594,12.0,True,6.826885880792837,8.605029602568731,8.37383734773675,False,SP,1972-02-01,6,4,7929,65750400.0,3034
WM03813-P,STW,S25.8,310.848418252579,16.0,True,7.368892226479757,6.707728372141767,9.022065625668915,False,SP,1949-08-01,6,4,2287,-644371200.0,3035
WM05104-C,CIP,S13.4,43.5693027600355,12.0,True,5.536545842917071,4.050529941094371,3.267069467993415,False,CAS,1937-04-01,1,1,3064,-1033603200.0,3036
WM06120-C,CIP,S27.2,242.3500499308284,8.0,True,6.000648680704112,6.164169549021648,3.206062865109621,False,CAS,1951-02-01,1,1,3682,-596937600.0,3037
WM11561-P,PVC,H19.9,268.90750824801216,14.0,True,6.529863468939926,8.516662465073912,8.077400076879606,False,PVC,2006-09-01,4,3,7084,1157068800.0,3038
WM07759-P,PVC,S60.3,94.47994915150048,6.0,True,6.814349086669962,5.663903647608773,3.720604266193292,False,PVC,1984-03-01,4,3,4738,446947200.0,3039
WM05978-C,CIP,S10.10,70.49246216346364,4.0,True,6.318826476960218,6.244663343450594,7.723502780653385,False,CAS,1934-10-01,1,1,3597,-1112486400.0,3040
WM02590-C,CIP,S18.3,610.2975493394842,4.0,True,8.42207322988155,3.931849341630748,7.957921216075344,False,CAS,1942-03-01,1,1,1562,-878515200.0,3041
WM09112-P,PVC,S59.2,277.4198380434973,10.0,True,8.450371510638861,7.498150117382481,3.78236187910588,False,PVC,1983-02-01,4,3,5594,412905600.0,3042
WM11583-C,CIP,S10.10,151.94988475774153,14.0,True,6.623875549584056,8.902032676902234,3.8781128265237648,False,CAS,1934-10-01,1,1,7101,-1112486400.0,3043
WM08958-D,DUC(G),S63.12,91.87620209407032,8.0,True,4.386281169977531,7.890829123277525,7.316492441541686,False,DIP,1987-12-01,2,2,5487,565315200.0,3044
WM14785-P,PVC,H29.6,134.0360541574919,6.0,True,5.726422456116116,6.575742716711057,8.362076773769761,False,PVC,2016-06-01,4,3,9048,1464739200.0,3045
WM09734-D,DUC(K),S28.4,1.4095092330899206,6.0,True,7.44330966455526,8.40245387692576,4.0311789721457405,False,DIP,1952-04-01,3,2,5989,-560217600.0,3046
WM11127-P,PVC,H25.11,521.3519061601328,12.0,True,6.297055836857485,6.081618623177805,8.36443368039593,False,PVC,2012-11-01,4,3,6830,1351728000.0,3047
WM02123-D,DUC(K),,42.965969878510805,10.0,True,7.05289631953344,5.000914264546207,7.101589096315707,False,DIP,2011-02-01,3,2,1285,1296518400.0,3048
WM06362-C,CIP,S24.6,340.4587557484192,4.0,True,7.473304404729014,4.9447661883763,2.981824037312334,False,CAS,1948-06-01,1,1,3836,-681177600.0,3049
WM13205-D,DUC(G),S35.4,135.48338660315494,10.0,True,6.10918414709526,7.046679348714818,8.073836175034707,False,DIP,1959-04-01,2,2,8064,-339379200.0,3050
WM03965-A,PVC,H28.7,689.2510687477406,8.0,True,7.579777037794074,8.434094459931103,2.390649174262425,False,PVC,2015-07-01,4,3,2381,1435708800.0,3051
WM09592-C,CIP,S8.3,102.13857057660788,10.0,False,7.728959212394653,3.169303361498457,4.799845220414626,True,CAS,1932-03-01,1,1,5892,-1194048000.0,3052
WM11094-C,CIP,S36.9,178.30987565861142,12.0,True,5.755302713377358,7.457871833337096,7.00226839848315,False,CAS,1960-09-01,1,1,6811,-294537600.0,3053
WM01209-A,ACON,S52.4,124.07892476989946,6.0,True,7.991298193629763,7.819736753530028,7.1374548531124855,False,AC,1976-04-01,0,0,745,197164800.0,3054
WM12781-C,CIP,S7.9,32.37444283790683,14.0,True,7.156567548808991,6.011270510106228,2.607950511900284,False,CAS,1931-09-01,1,1,7829,-1209772800.0,3055
WM02740-C,CIP,S2.9,165.48790937689773,6.0,True,7.9044894738022755,8.091407657308267,5.551989415439165,False,CAS,1926-09-01,1,1,1657,-1367539200.0,3056
WM14208-C,CIP,S34.10,55.72614002098999,4.0,True,7.3331767421155325,5.539906064089399,2.5296728756742586,False,CAS,1958-10-01,1,1,8712,-355104000.0,3057
WM07311-P,PVC,S49.4,624.4093088040827,4.0,True,7.493612520632139,7.524448970297893,8.235843090337093,False,PVC,1973-04-01,4,3,4452,102470400.0,3058
WM01214-C,CIP,S9.3,96.16668592652422,10.0,True,7.210308248387563,6.279465505374272,7.748725956176181,False,CAS,1933-03-01,1,1,747,-1162512000.0,3059
WM06358-D,DUC(K),H5.2,45.46578616175248,4.0,True,6.504573596237446,8.223514893450394,6.71723833960932,False,DIP,1992-02-01,3,2,3832,696902400.0,3060
WM03709-D,DUC(G),S58.8,122.85507134713409,8.0,True,7.235863082475572,5.575358978002511,6.338080452163469,False,DIP,1982-08-01,2,2,2212,397008000.0,3061
WM11605-C,CIP,T2.11,466.83206678944407,6.0,True,6.983323181173,8.835430984702523,8.436494928172618,False,CAS,1912-11-01,1,1,7110,-1804032000.0,3062
WM13832-L,PVC,S55.1,134.13554613256565,6.0,True,6.585467826492987,6.10276781314991,2.8643213536595784,False,PVC,1979-01-01,4,3,8466,283996800.0,3063
WM02057-C,CIP,S14.8,55.6336053750565,4.0,True,5.821447948373374,5.06590748051378,3.5861438819776783,False,CAS,1938-08-01,1,1,1251,-991526400.0,3064
WM00097-D,DUC(G),H24.4,352.1108790913422,12.0,True,7.262477397644417,3.5306885666288697,3.4366340418338024,False,DIP,2011-04-01,2,2,65,1301616000.0,3065
WM10654-D,DUC(G),S61.5,45.34436999207537,4.0,True,7.032180735857702,6.7787656761092325,8.880197024509185,False,DIP,1985-05-01,2,2,6556,483753600.0,3066
WM01247-P,PVC,S57.1,31.375068266504968,4.0,True,6.518537945018905,5.910072515938493,5.993045369704143,False,PVC,1981-01-01,4,3,767,347155200.0,3067
WM01491-P,PVC,H13.1,156.19060122561496,8.0,True,6.849032644203434,4.988995673208184,2.316059921929402,False,PVC,2000-01-01,4,3,928,946684800.0,3068
WM05325-L,CIP,T12.1,82.47473166845884,4.0,True,6.909879839609605,6.211747109144788,8.675097295390973,False,CAS,1922-01-01,1,1,3190,-1514764800.0,3069
WM09064-C,CIP,T13.5,85.07453951523348,6.0,True,7.578249985746325,7.2360810799499715,6.183814648320649,False,CAS,1923-05-01,1,1,5563,-1472860800.0,3070
WM10316-A,ACON,S39.9,104.49363015327252,8.0,True,5.858460569772815,7.800151755669624,5.656085781660975,False,AC,1963-09-01,0,0,6359,-199929600.0,3071
WM13543-P,DUC(K),H1.10,78.83621548183146,6.0,True,5.7944805864817415,7.1577313828061175,6.449122185857923,False,DIP,1988-10-01,3,2,8279,591667200.0,3072
WM04716-P,PVC,S60.1,2.172327323751233,8.0,True,6.171908646380374,8.502459314880687,3.140314219248883,False,PVC,1984-01-01,4,3,2827,441763200.0,3073
WM10619-D,DUC(K),S59.11,1.761763821778004,10.0,True,6.89903175683239,7.502042211441536,6.653027456365052,False,DIP,1983-11-01,3,2,6538,436492800.0,3074
WM06630-L,ACON,S33.6,259.3808486080743,6.0,True,4.927915841907675,6.047760844113576,3.0340255180060782,False,AC,1957-06-01,0,0,4012,-397180800.0,3075
WM00178-C,CIP,S37.6,90.7376490717288,8.0,True,7.896662294877578,4.904645356602188,3.580075901629704,False,CAS,1961-06-01,1,1,132,-270950400.0,3076
WM13805-L,PVC,S59.4,207.41349086489208,8.0,True,8.113399920700358,7.0735246659509965,2.1974845820859774,False,PVC,1983-04-01,4,3,8449,418003200.0,3077
WM09303-C,CIP,S7.2,331.9268391795631,10.0,True,6.607282221275453,5.939396047089491,3.4337369682733705,False,CAS,1931-02-01,1,1,5713,-1228089600.0,3078
WM01825-C,CIP,S19.5,288.3554058585796,8.0,True,7.725703279574327,4.467794105007813,6.409894010189529,False,CAS,1943-05-01,1,1,1111,-841708800.0,3079
WM11288-C,CIP,S22.4,335.998659999721,6.0,True,7.660776785009219,6.826745908741594,6.471362135242588,False,CAS,1946-04-01,1,1,6937,-749606400.0,3080
WM13756-D,DUC(K),S50.8,171.82573339207738,4.0,False,6.6030498355163765,6.975227544867661,3.0428805254254567,True,DIP,1974-08-01,3,2,8418,144547200.0,3081
WM06703-P,PVC,H17.2,213.89210720079427,10.0,True,6.892968688637148,3.980102272044232,7.027246506590968,False,PVC,2004-02-01,4,3,4066,1075593600.0,3082
WM13785-P,PVC,S59.11,442.1586007605438,10.0,True,7.518447921092837,8.242231485137454,3.4442992216308794,False,PVC,1983-11-01,4,3,8441,436492800.0,3083
WM08161-S,STW,S18.2,122.13805696571944,12.0,True,7.094248692333236,7.269177066449405,7.446783343744397,False,SP,1942-02-01,6,4,4979,-880934400.0,3084
WM05813-D,DUC(G),S57.6,258.1989788718347,12.0,True,7.841287995909861,4.713807379880313,7.666824568750898,False,DIP,1981-06-01,2,2,3509,360201600.0,3085
WM01445-C,CIP,,9.750889034294232,8.0,True,6.515988040728844,4.789218939051919,5.509841122843542,False,CAS,1960-12-01,1,1,898,-286675200.0,3086
WM02510-C,CIP,S30.11,281.20507637893024,4.0,False,7.10859225841398,2.1541456632657585,6.245313916714636,True,CAS,1954-11-01,1,1,1507,-478656000.0,3087
WM03374-C,CIP,S23.4,309.5601301112911,12.0,True,7.75872642549418,4.707145273040359,2.679470546763689,False,CAS,1947-04-01,1,1,1998,-718070400.0,3088
WM10867-D,DUC(G),S51.3,114.86013819777872,6.0,False,6.630844456398439,2.3800447224076184,6.932084862176104,True,DIP,1975-03-01,2,2,6681,162864000.0,3089
WM03633-A,ACON,T12.3,69.8892664705345,6.0,True,6.937089928828639,2.750613943302017,2.585614789562137,False,AC,1922-03-01,0,0,2167,-1509667200.0,3090
WM09505-C,CIP,S21.7,363.1145583673424,4.0,True,6.811389711734449,4.071302468670671,2.939203739070116,False,CAS,1945-07-01,1,1,5844,-773280000.0,3091
WM05620-P,PVC,H9.7,450.3906278170034,6.0,True,6.344645949800369,5.938993668773039,2.756826680512757,False,PVC,1996-07-01,4,3,3392,836179200.0,3092
WM00087-D,DUC(K),S35.3,14.494766040646937,4.0,True,6.062284999989562,7.072920024273759,5.39591705797121,False,DIP,1959-03-01,3,2,59,-342057600.0,3093
WM04873-P,PVC,H3.11,86.55751198754297,6.0,True,6.879108555406652,6.503862447416168,7.332445793302957,False,PVC,1990-11-01,4,3,2920,657417600.0,3094
WM11183-C,CIP,S10.9,143.0101105390786,6.0,True,7.657828278490796,3.3620964841562966,7.535620738416645,False,CAS,1934-09-01,1,1,6874,-1115078400.0,3095
WM09992-A,ACON,S40.9,271.628782154934,6.0,True,8.272930880816483,8.923891967965732,3.0486150352197705,False,AC,1964-09-01,0,0,6154,-168307200.0,3096
WM05875-D,DUC(K),S40.1,24.51252356263285,6.0,True,7.739011518253863,7.6971037565086275,3.0147028224883523,False,DIP,1964-01-01,3,2,3537,-189388800.0,3097
WM01201-A,ACON,S24.7,42.54665980453137,10.0,True,7.152462622019285,5.622872956889228,8.246887324268956,False,AC,1948-07-01,0,0,740,-678585600.0,3098
WM14431-C,CIP,S8.5,49.96949759123527,8.0,True,7.975243711431606,6.894496671235161,6.954808679779314,False,CAS,1932-05-01,1,1,8844,-1188777600.0,3099
WM13612-P,PVC,H3.9,31.376702987588946,10.0,True,7.457310817705417,7.044160141941915,8.768903398196711,False,PVC,1990-09-01,4,3,8325,652147200.0,3100
WM13025-C,CIP,S32.12,82.26446870865766,6.0,True,7.259845980908469,4.071734715168424,6.013351504319243,False,CAS,1956-12-01,1,1,7962,-412905600.0,3101
WM11439-P,PVC,H7.2,521.9671584351527,12.0,True,5.876254632006778,6.679799701469083,6.196153106621349,False,PVC,1994-02-01,4,3,7021,760060800.0,3102
WM05587-C,CIP,S8.12,368.0966850634941,8.0,True,8.047040793763992,8.113516154842404,9.425967723724431,False,CAS,1932-12-01,1,1,3365,-1170288000.0,3103
WM14567-P,PVC,H20.4,97.62051596838864,10.0,True,7.709615411739954,6.42930551165781,2.0680730240550664,False,PVC,2007-04-01,4,3,8931,1175385600.0,3104
WM01354-D,DUC(K),S48.4,269.70862548419973,6.0,True,7.566482988220549,6.836565362653843,3.138940719430148,False,DIP,1972-04-01,3,2,846,70934400.0,3105
WM00117-C,CIP,S3.3,134.626293195186,4.0,True,5.8940165639056215,7.686984181520033,5.802996932074855,False,CAS,1927-03-01,1,1,86,-1351900800.0,3106
WM00052-P,PVC,S63.12,118.1612407770881,6.0,True,6.633885083793599,9.007142176814309,2.576970143695058,False,PVC,1987-12-01,4,3,28,565315200.0,3107
WM05748-A,ACON,S37.7,119.42990287574504,6.0,True,7.306945236107653,8.896155454578922,6.301189546823697,False,AC,1961-07-01,0,0,3473,-268358400.0,3108
WM00516-D,DUC(K),S59.7,366.88155549088697,8.0,True,7.753435523202403,5.243286902130827,3.967454726635607,False,DIP,1983-07-01,3,2,339,425865600.0,3109
WM11369-A,PVC,,157.57765451843443,16.0,True,7.089601482716149,6.245013745018435,9.647641778798764,False,PVC,1935-07-01,4,3,6989,-1088899200.0,3110
WM12447-D,DUC(G),S61.3,83.6407920339625,8.0,True,5.997398950151359,4.790962414177945,2.8213682927919344,False,DIP,1985-03-01,2,2,7619,478483200.0,3111
WM13844-P,PVC,H15.10,46.09497489442583,8.0,True,5.637119972522493,8.560969922603407,3.099269815963439,False,PVC,2002-10-01,4,3,8475,1033430400.0,3112
WM04254-A,ACON,S42.10,163.74721664789104,12.0,True,7.5610948306889,3.7451121005821255,3.2782758370131417,False,AC,1966-10-01,0,0,2539,-102643200.0,3113
WM02465-C,CIP,S13.3,414.9781024550612,10.0,True,8.266351331752563,7.449558696318736,8.573145288819571,False,CAS,1937-03-01,1,1,1475,-1036281600.0,3114
WM06663-P,PVC,H21.10,103.59979940411722,4.0,True,6.5601698335497,5.542104509685546,3.4428958830533025,False,PVC,2008-10-01,4,3,4036,1222819200.0,3115
WM12420-P,PVC,S56.5,130.6216332474578,14.0,True,5.494415398356984,8.272748329685202,4.00900086600068,False,PVC,1980-05-01,4,3,7600,325987200.0,3116
WM02545-C,CIP,S16.1,187.9871295777993,8.0,True,7.301848014217646,3.3865808853748,8.556264165899925,False,CAS,1940-01-01,1,1,1528,-946771200.0,3117
WM03701-D,DUC(K),H27.3,179.76626660173497,12.0,True,7.036176354445587,5.655323583062662,5.916083251278401,False,DIP,2014-03-01,3,2,2206,1393632000.0,3118
WM12955-C,CIP,S25.1,97.78690498968352,4.0,True,7.208660740716215,4.708228553399359,6.6444994917070535,False,CAS,1949-01-01,1,1,7923,-662688000.0,3119
WM09729-P,PVC,H29.9,184.8639187911104,8.0,True,8.246908437810024,5.95062644626137,3.795277045715413,False,PVC,2016-09-01,4,3,5988,1472688000.0,3120
WM03388-P,PVC,H14.1,479.0780038049416,4.0,True,6.546580254850485,4.781747253793265,3.1539889728259425,False,PVC,2001-01-01,4,3,2008,978307200.0,3121
WM00696-P,PVC,H14.5,8.214014471755945,12.0,True,6.555529625754369,8.671862881597665,3.218343636535693,False,PVC,2001-05-01,4,3,443,988675200.0,3122
WM11214-C,CIP,S13.1,2.98891587707476,14.0,True,6.568372435710453,4.840555951152413,6.585196896868262,False,CAS,1937-01-01,1,1,6890,-1041379200.0,3123
WM04439-A,CIP,S8.6,6.318525725677318,6.0,True,7.08453436919425,6.975086287660486,9.291001690848184,False,CAS,1932-06-01,1,1,2655,-1186099200.0,3124
WM12914-C,CIP,T11.8,115.52384583133971,12.0,True,6.675977436840801,6.138968641630205,3.254993486725547,False,CAS,1921-08-01,1,1,7901,-1527984000.0,3125
WM08544-C,CIP,S24.6,296.67443505676056,10.0,True,8.576893541833972,6.454401847785612,3.331883534727122,False,CAS,1948-06-01,1,1,5231,-681177600.0,3126
WM05708-D,CIP,S36.2,40.85296424825356,8.0,True,6.783173290752275,5.046856402761829,9.01172402599433,False,CAS,1960-02-01,1,1,3448,-312940800.0,3127
WM05668-A,DUC(G),H5.1,89.04641315434856,8.0,True,7.201078871839901,7.47636009005965,3.299458102964841,False,DIP,1992-01-01,2,2,3428,694224000.0,3128
WM07335-D,DUC(K),S56.3,24.293987776662107,6.0,True,5.587540861175588,4.815621533721865,6.804321663477901,False,DIP,1980-03-01,3,2,4464,320716800.0,3129
WM12825-A,ACON,S39.11,137.4679423938942,4.0,False,7.526709589573101,7.2108714612216,2.888116331705216,True,AC,1963-11-01,0,0,7849,-194659200.0,3130
WM13445-P,PVC,S51.7,387.114623050169,4.0,True,6.257941204355408,2.1683774673916743,7.610355658413892,False,PVC,1975-07-01,4,3,8211,173404800.0,3131
WM08713-D,DUC(K),S40.4,321.6377400150232,4.0,True,6.319644523835551,4.346466035332462,6.64478591271279,False,DIP,1964-04-01,3,2,5347,-181526400.0,3132
WM12121-D,DUC(G),S44.12,20.280333256174345,12.0,True,5.977992459955868,5.92239084161344,6.003997713747068,False,DIP,1968-12-01,2,2,7417,-34214400.0,3133
WM07216-A,ACON,S33.3,188.6468601299712,10.0,True,7.200550411250202,7.430575153633968,2.405745286199029,False,AC,1957-03-01,0,0,4387,-405129600.0,3134
WM07068-D,DUC(G),H2.4,45.28480790212052,10.0,True,7.35790343574195,4.592034945091656,8.451418549420893,False,DIP,1989-04-01,2,2,4294,607392000.0,3135
WM01088-L,DUC(K),H16.2,30.3234172411394,6.0,True,7.477125290273884,8.143962382221192,6.934464341517161,False,DIP,2003-02-01,3,2,667,1044057600.0,3136
WM05880-D,DUC(K),S29.1,17.61692387364019,4.0,True,5.978351339485486,5.661272199017725,3.245418559020301,False,DIP,1953-01-01,3,2,3540,-536457600.0,3137
WM01625-P,PVC,S62.2,395.2576571484751,8.0,True,6.47336157978873,3.640843767606033,7.161448859859294,False,PVC,1986-02-01,4,3,1006,507600000.0,3138
WM07262-C,CIP,S9.1,181.9626534192357,4.0,True,6.575694842400154,6.336598874740731,3.992499741123546,False,CAS,1933-01-01,1,1,4418,-1167609600.0,3139
WM11635-C,CIP,S3.5,115.50623604077556,6.0,True,7.966498418587456,6.12746481395944,7.461336175803279,False,CAS,1927-05-01,1,1,7130,-1346630400.0,3140
WM11828-D,DUC(K),S36.1,252.7109349074308,4.0,True,7.07471064659744,8.133543128011986,2.1967359983488226,False,DIP,1960-01-01,3,2,7249,-315619200.0,3141
WM01629-C,CIP,S3.9,52.13042846402095,12.0,True,6.675626086422378,4.684724516404232,2.525409820570407,False,CAS,1927-09-01,1,1,1009,-1336003200.0,3142
WM10924-S,STW,S19.2,18.2363258374171,4.0,True,6.8540372972886745,5.614550534218456,2.312650208363248,False,SP,1943-02-01,6,4,6713,-849398400.0,3143
WM01987-D,DUC(K),S61.6,91.3780137533904,14.0,True,7.802170122637789,6.1537136573035545,3.653345854474264,False,DIP,1985-06-01,3,2,1203,486432000.0,3144
WM09772-D,DUC(G),H22.11,269.3471620905402,12.0,True,6.881182432066168,5.493274802662757,3.0394871173873432,False,DIP,2009-11-01,2,2,6009,1257033600.0,3145
